name,dom,V,E,MS_bef_MoveBlockG,MS_aft_MoveBlockG,MS_bef_MoveBlockF,MS_aft_MoveBlockF,SPAC_bef_MoveBlockG,SPAC_aft_MoveBlockG,SPAC_bef_MoveBlockF,SPAC_aft_MoveBlockF,SHEEP_bef_MoveBlockG,SHEEP_aft_MoveBlockG,SHEEP_bef_MoveBlockF,SHEEP_aft_MoveBlockF,NE_bef_MoveBlockG,NE_aft_MoveBlockG,NE_bef_MoveBlockF,NE_aft_MoveBlockF
conf5-0-4x4-22,misc,3072,64512,8.48828,4.33919,8.48828,4.75553,4.11490,3.66562,4.11490,3.65965,4.49414,4.00879,4.49414,3.94629,3.65365,3.55469,3.65365,3.53261
conf5-0-4x4-26,misc,3072,64512,8.48828,4.33919,8.48828,4.75553,4.11490,3.66562,4.11490,3.65965,4.49414,4.00879,4.49414,3.94629,3.64746,3.53770,3.64746,3.53548
conf5-4-8x8-05,misc,49152,1032192,4.07625,2.32554,4.07625,2.54724,2.71600,2.39326,2.71600,2.39568,3.02468,2.6141,3.02468,2.718,2.17395,2.16756,2.17395,2.16644
conf5-4-8x8-10,misc,49152,1032192,4.07625,2.32554,4.07625,2.54724,2.71600,2.39326,2.71600,2.39568,3.02468,2.6141,3.02468,2.718,2.15940,2.15376,2.15940,2.15277
conf5-4-8x8-15,misc,49152,1032192,4.07625,2.32554,4.07625,2.54724,2.71600,2.39326,2.71600,2.39568,3.02468,2.6141,3.02468,2.718,2.14830,2.14333,2.14830,2.14155
conf5-4-8x8-20,misc,49152,1032192,4.07625,2.32554,4.07625,2.54724,2.71600,2.39326,2.71600,2.39568,3.02468,2.6141,3.02468,2.718,2.15070,2.14600,2.15070,2.14513
conf6-0-4x4-20,misc,3072,64512,8.48828,4.33919,8.48828,4.75553,4.11490,3.66562,4.11490,3.65965,4.49414,4.00879,4.49414,3.94629,3.65527,3.52867,3.65527,3.51562
conf6-0-4x4-30,misc,3072,64512,8.48828,4.33919,8.48828,4.75553,4.11490,3.66562,4.11490,3.65965,4.49414,4.00879,4.49414,3.94629,3.70443,3.59049,3.70443,3.58873
conf6-0-8x8-20,misc,49152,1032192,4.07625,2.32554,4.07625,2.54724,2.71600,2.39326,2.71600,2.39568,3.02468,2.6141,3.02468,2.718,2.16032,2.15411,2.16032,2.15365
conf6-0-8x8-30,misc,49152,1032192,4.07625,2.32554,4.07625,2.54724,2.71600,2.39326,2.71600,2.39568,3.02468,2.6141,3.02468,2.718,2.16703,2.16069,2.16703,2.16054
conf6-0-8x8-80,misc,49152,1032192,4.07625,2.32554,4.07625,2.54724,2.71600,2.39326,2.71600,2.39568,3.02468,2.6141,3.02468,2.718,2.17306,2.16675,2.17306,2.16572
connectus,misc,394707,1127491,1.88405,1.09371,1.88405,1.01811,1.02335,1.02206,1.02335,1.02204,1.01074,1.0107,1.01074,1.0107,1.71280,1.56680,1.71280,1.61211
cont-201,misc,80595,199199,1.08228,1.07245,1.08228,1.07242,1.07916,1.07384,1.07916,1.07391,1.30375,1.30375,1.30375,1.30375,1.06897,1.06817,1.06897,1.06796
cont-300,misc,180895,448799,1.05683,1.04934,1.05683,1.04929,1.05406,1.05040,1.05406,1.05036,1.20352,1.20352,1.20352,1.20352,1.04813,1.04747,1.04813,1.04665
cont1-l,misc,1353876,1770144,1.07987,1.01807,1.07987,1.01779,1.01768,1.01589,1.01768,1.01588,1.04862,1.04806,1.04862,1.04806,1.12155,1.12153,1.12155,1.12105
cont11-l,misc,419042,279361,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.0,1.0,1.0,1.0,1.00000,1.00000,1.00000,1.00000
cop20k-A,misc,99843,1262244,1.86154,1.16036,1.86154,1.15987,1.37024,1.17566,1.37024,1.17369,3.96835,2.85541,3.96835,2.85857,1.22577,1.22121,1.22577,1.21712
coPapersCiteseer,misc,100263,497913,1.00476,1.00220,1.00476,1.00200,1.00202,1.00169,1.00202,1.00170,1.03524,1.01198,1.03524,1.00921,1.01773,1.01010,1.01773,1.00441
coPapersDBLP,misc,26836,45646,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.0,1.0,1.0,1.0,1.00801,1.00189,1.00801,1.00000
copter1,misc,17222,96921,2.05085,1.33318,2.05085,1.33568,1.58222,1.41598,1.58222,1.41319,2.14661,2.05481,2.14661,2.04343,1.35031,1.34985,1.35031,1.34938
copter2,misc,55476,352238,1.79070,1.21308,1.79070,1.20499,1.37265,1.23434,1.37265,1.23044,3.07618,2.23412,3.07618,2.30327,1.23309,1.23199,1.23309,1.23145
cora-agm-fcl-aid,misc,10237,31482,3.55789,2.37013,3.55789,2.35958,2.64296,2.41809,2.64296,2.41536,2.94354,2.60555,2.94354,2.56335,2.31494,2.31386,2.31494,2.31054
cora-subelj,misc,23166,89157,2.24153,1.43124,2.24153,1.42260,1.77998,1.50790,1.77998,1.50134,2.69516,2.13753,2.69516,2.19792,1.52314,1.52184,1.52314,1.51887
coupled,misc,11341,43603,1.57782,1.25844,1.57782,1.19610,1.50860,1.29565,1.50860,1.28710,2.24433,1.86985,2.24433,1.69306,1.26946,1.26773,1.26946,1.26514
cq5,misc,11725,50325,2.26755,1.62380,2.26755,1.62243,1.69621,1.60999,1.69621,1.60868,2.39855,2.13825,2.39855,2.11454,1.76154,1.75684,1.76154,1.74820
cq9,misc,21503,94411,1.95573,1.56053,1.95573,1.57076,1.65447,1.57115,1.65447,1.57100,2.4384,2.18063,2.4384,2.15505,1.70669,1.70357,1.70669,1.70116
crack-dual,misc,20141,30043,1.05759,1.05745,1.05759,1.05745,1.06236,1.06216,1.06236,1.06216,1.28385,1.13882,1.28385,1.10878,1.07696,1.07616,1.07696,1.07513
crack,misc,10240,30380,1.19854,1.12832,1.19854,1.12744,1.18662,1.12832,1.18662,1.12568,1.61797,1.29678,1.61797,1.26084,1.14551,1.14346,1.14551,1.14346
crankseg-1,misc,16656,715002,3.00979,1.75390,3.00979,1.78909,2.24443,1.86143,2.24443,1.78457,5.1543,3.60609,5.1543,3.40844,1.59588,1.53745,1.59588,1.53080
crashbasis,misc,160000,1152812,1.15902,1.09561,1.15902,1.09544,1.17492,1.11120,1.17492,1.11134,1.53723,1.51093,1.53723,1.4469,1.11786,1.11759,1.11786,1.11740
crew1,misc,6469,46921,4.10774,1.72252,4.10774,1.74757,1.60024,1.44020,1.60024,1.43185,1.69702,1.67414,1.69702,1.67321,2.51971,2.38491,2.51971,2.33084
crplat2,misc,18010,471468,1.76968,1.35075,1.76968,1.38418,1.56264,1.45212,1.56264,1.45077,2.06208,1.95614,2.06208,1.89195,1.42821,1.40486,1.42821,1.40378
cryg10000,misc,10000,19900,1.15220,1.14190,1.15220,1.14160,1.14830,1.14520,1.14830,1.14520,1.6349,1.4261,1.6349,1.4317,1.14220,1.14170,1.14220,1.13990
cryg2500,misc,2500,4950,1.29080,1.27040,1.29080,1.27080,1.29440,1.28280,1.29440,1.28280,2.0128,1.5824,2.0128,1.5548,1.27400,1.27159,1.27400,1.26680
crystk01,misc,4875,155508,3.75713,2.20841,3.75713,2.33621,3.14031,2.59760,3.14031,2.57542,3.92718,3.14462,3.92718,3.23467,2.18585,2.14141,2.18585,2.12246
crystk02,misc,13965,477309,2.77508,1.78332,2.77508,1.88264,2.55699,2.18235,2.55699,2.19046,2.92732,2.5478,2.92732,2.55567,1.83609,1.81805,1.83609,1.81660
crystk03,misc,24696,863241,2.34787,1.58937,2.34787,1.69230,2.22109,1.97185,2.22109,1.96974,2.40703,2.21902,2.40703,2.20194,1.71631,1.70782,1.71631,1.70679
crystm01,misc,4875,50232,2.09600,1.56882,2.09600,1.58277,2.00903,1.88944,2.00903,1.87897,2.32923,2.09087,2.32923,2.07836,1.68759,1.68244,1.68759,1.60615
crystm02,misc,13965,154470,1.74715,1.39069,1.74715,1.41640,1.73462,1.69008,1.73462,1.68679,1.88507,1.78281,1.88507,1.78375,1.52431,1.52145,1.52431,1.51784
crystm03,misc,24696,279537,2.06012,1.30867,2.06012,1.32827,1.54231,1.53260,1.54231,1.53256,1.6889,1.63545,1.6889,1.63375,1.45279,1.45185,1.45279,1.44623
cs4,misc,22499,43858,1.19872,1.18405,1.19872,1.18410,1.19645,1.18427,1.19645,1.18427,1.99791,1.4574,1.99791,1.4098,1.21819,1.21712,1.21819,1.21293
ct20stif,misc,52329,1323067,1.97227,1.22074,1.97227,1.22339,1.27205,1.22775,1.27205,1.22601,3.03746,2.47213,3.03746,2.12613,1.27753,1.26640,1.27753,1.26393
cti,misc,16840,48232,1.77391,1.31776,1.77391,1.31770,1.34139,1.30849,1.34139,1.30819,1.74192,1.57714,1.74192,1.60659,1.28973,1.28913,1.28973,1.28867
cvxbqp1,misc,50000,149984,1.11652,1.08644,1.11652,1.08624,1.11952,1.09422,1.11952,1.09412,2.535,2.0621,2.535,1.78874,1.35802,1.35752,1.35802,1.35726
cvxqp3,misc,17500,52481,2.04212,1.41657,2.04212,1.41023,1.60320,1.47474,1.60320,1.47200,2.70206,2.32406,2.70206,2.12846,1.53206,1.53149,1.53206,1.53147
cyl6,misc,13681,350280,1.85732,1.37066,1.85732,1.42497,1.55670,1.45667,1.55670,1.45622,1.57459,1.555,1.57459,1.54842,1.46758,1.43920,1.46758,1.43571
d-pretok,misc,182730,756256,1.16641,1.06576,1.16641,1.06500,1.12585,1.06177,1.12585,1.06174,1.30011,1.20483,1.30011,1.20681,1.10335,1.10146,1.10335,1.09921
D6-6,misc,55371,146874,2.08931,1.40424,2.08931,1.40151,1.47142,1.37053,1.47142,1.37044,2.14423,1.89285,2.14423,1.8885,1.52782,1.52575,1.52782,1.52369
dano3mip,misc,15851,81628,2.84493,2.18434,2.84493,2.20056,2.09841,1.97256,2.09841,1.97160,2.67737,2.64311,2.67737,2.59353,2.50091,2.49151,2.50091,2.48801
darcy003,misc,389874,933557,1.02349,1.01129,1.02349,1.01129,1.02302,1.01169,1.02302,1.01169,1.20675,1.05792,1.20675,1.04743,1.02494,1.02344,1.02494,1.02094
dawson5,misc,51249,479620,1.20486,1.10980,1.20486,1.11112,1.14564,1.12675,1.14564,1.12392,1.73802,1.61232,1.73802,1.54928,1.27323,1.26375,1.27323,1.25577
dbic1,misc,226317,1081843,1.61881,1.28725,1.61881,1.28272,1.29819,1.26772,1.29819,1.26751,2.20009,2.01571,2.20009,2.03137,1.38508,1.38419,1.38508,1.38394
dbir1,misc,45775,1077025,4.08745,1.70635,4.08745,1.75875,2.22194,1.92736,2.22194,1.91740,4.11058,3.47932,4.11058,3.62927,1.89813,1.88486,1.89813,1.88039
dbir2,misc,45877,1158159,4.31580,1.76008,4.31580,1.81710,2.31835,2.03768,2.31835,2.02899,4.22746,3.60525,4.22746,3.72766,1.94267,1.92805,1.94267,1.92569
dblp-2010,misc,300647,807700,1.26515,1.14434,1.26515,1.14081,1.19052,1.14500,1.19052,1.14499,1.39293,1.2252,1.39293,1.21977,1.16886,1.16712,1.16886,1.16504
dblp-author,misc,1425814,1425813,1.00004,1.00004,1.00004,1.00001,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00000,1.00000,1.00000,1.00000
dblp-cite,misc,3159,3158,1.01994,1.01994,1.01994,1.00032,1.01994,1.01994,1.01994,1.01994,1.01994,1.01994,1.01994,1.01994,1.00000,1.00000,1.00000,1.00000
dbpedia-country,misc,590113,590112,1.00011,1.00011,1.00011,1.00001,1.00011,1.00011,1.00011,1.00011,1.00011,1.00011,1.00011,1.00011,1.00000,1.00000,1.00000,1.00000
dbpedia-genre,misc,258770,258769,1.00024,1.00024,1.00024,1.00001,1.00024,1.00024,1.00024,1.00024,1.00024,1.00024,1.00024,1.00024,1.00000,1.00000,1.00000,1.00000
dbpedia-location,misc,172080,172079,1.00037,1.00037,1.00037,1.00001,1.00037,1.00037,1.00037,1.00037,1.00036,1.00036,1.00036,1.00036,1.00000,1.00000,1.00000,1.00000
dbpedia-occupation,misc,127572,127571,1.00049,1.00049,1.00049,1.00001,1.00049,1.00049,1.00049,1.00049,1.00049,1.00049,1.00049,1.00049,1.00000,1.00000,1.00000,1.00000
dbpedia-producer,misc,48834,48833,1.00129,1.00129,1.00129,1.00002,1.00129,1.00129,1.00129,1.00129,1.00127,1.00127,1.00127,1.00127,1.00000,1.00000,1.00000,1.00000
dbpedia-recordlabel,misc,168269,168268,1.00037,1.00037,1.00037,1.00001,1.00037,1.00037,1.00037,1.00037,1.00037,1.00037,1.00037,1.00037,1.00000,1.00000,1.00000,1.00000
dbpedia-starring,misc,76099,76098,1.00083,1.00083,1.00083,1.00001,1.00083,1.00083,1.00083,1.00083,1.00081,1.00081,1.00081,1.00081,1.00000,1.00000,1.00000,1.00000
dbpedia-team,misc,901131,901130,1.00007,1.00007,1.00007,1.00001,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00000,1.00000,1.00000,1.00000
dbpedia-writer,misc,89356,89355,1.00071,1.00071,1.00071,1.00001,1.00071,1.00071,1.00071,1.00071,1.00069,1.00069,1.00069,1.00069,1.00000,1.00000,1.00000,1.00000
dc1,misc,116835,372118,1.74967,1.06131,1.74967,1.08517,1.02284,1.01696,1.02284,1.01702,1.07002,1.05213,1.07002,1.04616,2.18243,1.94985,2.18243,1.85119
dc2,misc,116835,372118,1.74967,1.06131,1.74967,1.08518,1.02284,1.01696,1.02284,1.01702,1.07002,1.05213,1.07002,1.04616,2.22610,1.95536,2.22610,1.90981
dc3,misc,116835,372118,1.74967,1.06131,1.74967,1.08518,1.02284,1.01696,1.02284,1.01702,1.07002,1.05213,1.07002,1.04616,2.08250,1.96805,2.08250,1.90491
debr,misc,1048576,2097149,1.23659,1.17926,1.23659,1.17935,1.17370,1.16542,1.17370,1.16552,2.46358,1.77967,2.46358,1.98927,1.42559,1.42476,1.42559,1.42471
degme,misc,223687,2067280,1.46525,1.17089,1.46525,1.03852,1.04077,1.04002,1.04077,1.04002,1.82052,1.82011,1.82052,1.82007,1.52616,1.51739,1.52616,1.38971
delaunay-n13,misc,8192,24547,1.21802,1.15613,1.21802,1.15161,1.18677,1.15564,1.18677,1.15515,1.60229,1.39282,1.60229,1.2804,1.16492,1.16150,1.16492,1.15440
delaunay-n14,misc,16384,49122,1.15015,1.10449,1.15015,1.10217,1.12531,1.10504,1.12531,1.10492,1.56604,1.25873,1.56604,1.24982,1.12238,1.12086,1.12238,1.11719
delaunay-n15,misc,32768,98274,1.10483,1.07379,1.10483,1.07196,1.09354,1.07959,1.09354,1.07935,1.50851,1.22223,1.50851,1.21451,1.08859,1.08612,1.08859,1.08456
delaunay-n16,misc,65536,196575,1.07695,1.05342,1.07695,1.05212,1.06502,1.05513,1.06502,1.05495,1.46774,1.1774,1.46774,1.1768,1.06609,1.06403,1.06609,1.06206
delaunay-n17,misc,131072,393176,1.05334,1.03723,1.05334,1.03619,1.04533,1.03891,1.04533,1.03880,1.44607,1.12678,1.44607,1.15369,1.05000,1.04770,1.05000,1.04673
delaunay-n18,misc,262144,786396,1.03814,1.02650,1.03814,1.02596,1.03186,1.02716,1.03186,1.02707,1.43103,1.11354,1.43103,1.14353,1.03765,1.03577,1.03765,1.03398
delaunay-n19,misc,524288,1572823,1.02672,1.01872,1.02672,1.01817,1.02269,1.01945,1.02269,1.01939,1.4118,1.098,1.4118,1.13811,1.02841,1.02690,1.02841,1.02620
delf,misc,5977,15396,2.18479,1.57186,2.18479,1.57119,1.60415,1.57353,1.60415,1.57336,2.1556,1.86498,2.1556,1.8163,1.69834,1.69563,1.69834,1.69399
delicious-ut,misc,35217,35216,1.00179,1.00179,1.00179,1.00003,1.00179,1.00179,1.00179,1.00179,1.00176,1.00176,1.00176,1.00176,1.00000,1.00000,1.00000,1.00000
deltaX,misc,68600,247408,2.11073,1.62465,2.11073,1.61150,1.71591,1.58241,1.71591,1.58222,2.65972,2.52465,2.65972,2.48063,1.95959,1.95863,1.95959,1.95860
denormal,misc,89400,533412,1.13795,1.09147,1.13795,1.09152,1.13944,1.11938,1.13944,1.11919,1.44583,1.4388,1.44583,1.43572,1.10329,1.10274,1.10329,1.10243
descriptor-xingo6u,misc,19950,35475,1.04095,1.02797,1.04095,1.02697,1.03108,1.02466,1.03108,1.02451,1.05454,1.03388,1.05454,1.03113,1.04361,1.03758,1.04361,1.03253
deter0,misc,5468,11157,2.20558,1.58998,2.20558,1.58778,1.60572,1.53168,1.60572,1.53168,1.75384,1.60095,1.75384,1.58723,1.62710,1.62526,1.62710,1.62143
deter1,misc,15737,32177,2.04455,1.48936,2.04455,1.48898,1.52099,1.45919,1.52099,1.45912,1.68978,1.54451,1.68978,1.53676,1.58918,1.58854,1.58918,1.58804
deter2,misc,17313,35726,2.05764,1.49731,2.05764,1.49703,1.55513,1.48343,1.55513,1.48331,1.70433,1.55941,1.70433,1.54849,1.59626,1.59545,1.59626,1.59464
deter3,misc,21777,44541,2.03665,1.49162,2.03665,1.49015,1.53577,1.46988,1.53577,1.46974,1.66809,1.54048,1.66809,1.53148,1.58470,1.58374,1.58470,1.58341
deter4,misc,9133,19227,2.11718,1.52611,2.11718,1.52447,1.62093,1.53598,1.62093,1.53519,1.80806,1.61601,1.80806,1.59685,1.63320,1.63200,1.63320,1.62980
deter5,misc,14529,29708,2.05214,1.50052,2.05214,1.49921,1.54230,1.47703,1.54230,1.47696,1.69076,1.5436,1.69076,1.53865,1.59288,1.59184,1.59288,1.59102
deter6,misc,12113,24766,2.09461,1.52423,2.09461,1.52382,1.55390,1.48431,1.55390,1.48441,1.70131,1.55857,1.70131,1.54545,1.59457,1.59399,1.59457,1.59193
deter7,misc,18153,37123,2.04701,1.49826,2.04701,1.49733,1.52783,1.46434,1.52783,1.46445,1.66457,1.53908,1.66457,1.52697,1.57208,1.57087,1.57208,1.56999
deter8,misc,10905,22293,2.10896,1.53737,2.10896,1.53599,1.57081,1.50049,1.57081,1.50040,1.70995,1.56561,1.70995,1.55479,1.60156,1.59945,1.60156,1.59844
df2177,misc,10358,21706,2.40835,1.62058,2.40835,1.61527,1.39344,1.34172,1.39344,1.34162,1.66219,1.66046,1.66219,1.66046,1.59818,1.58197,1.59818,1.57640
dictionary28,misc,39327,89038,1.69949,1.21756,1.69949,1.21265,1.25484,1.21097,1.25484,1.21042,1.77448,1.44387,1.77448,1.40809,1.24215,1.23931,1.24215,1.23783
discogs-lgenre,misc,270772,270771,1.00023,1.00023,1.00023,1.00000,1.00023,1.00023,1.00023,1.00023,1.00023,1.00023,1.00023,1.00023,1.00000,1.00000,1.00000,1.00000
discogs-lstyle,misc,243765,243764,1.00026,1.00026,1.00026,1.00000,1.00026,1.00026,1.00026,1.00026,1.00025,1.00025,1.00025,1.00025,1.00000,1.00000,1.00000,1.00000
dixmaanl,misc,60000,119999,1.00320,1.00320,1.00320,1.00320,1.00322,1.00320,1.00322,1.00320,2.00103,1.88273,2.00103,1.84845,1.00483,1.00448,1.00483,1.00428
dtoc,misc,24993,34986,1.00508,1.00504,1.00508,1.00504,1.00508,1.00504,1.00508,1.00504,1.20938,1.18065,1.20938,1.09891,1.00948,1.00696,1.00948,1.00672
Dubcova1,misc,16129,118440,1.76796,1.14713,1.76796,1.15432,1.39978,1.15345,1.39978,1.15302,1.96776,1.7551,1.96776,1.55782,1.18160,1.17410,1.18160,1.17272
Dubcova2,misc,65025,482600,1.17652,1.07237,1.17652,1.07938,1.19059,1.07396,1.19059,1.07317,1.77173,1.59642,1.77173,1.42711,1.09389,1.09172,1.09389,1.09143
Dubcova3,misc,146689,1744980,1.17061,1.05064,1.17061,1.05443,1.13038,1.04980,1.13038,1.04938,1.34279,1.26574,1.34279,1.092,1.07013,1.06659,1.07013,1.06643
dw1024,misc,2048,4094,1.77290,1.32031,1.77290,1.31982,1.35645,1.33398,1.35645,1.33350,1.86084,1.646,1.86084,1.56201,1.32715,1.32321,1.32715,1.32080
dw2048,misc,2048,4094,1.77290,1.32031,1.77290,1.31982,1.35645,1.33398,1.35645,1.33350,1.86084,1.646,1.86084,1.56201,1.32812,1.32223,1.32812,1.31836
dw4096,misc,8192,17404,1.20752,1.18628,1.20752,1.18604,1.21802,1.19568,1.21802,1.19556,1.52124,1.46582,1.52124,1.39722,1.19055,1.18909,1.19055,1.18896
dw8192,misc,8192,17404,1.20752,1.18628,1.20752,1.18604,1.21802,1.19568,1.21802,1.19556,1.52124,1.46582,1.52124,1.39722,1.19519,1.19397,1.19519,1.19226
e18,misc,38601,156466,2.63426,1.93739,2.63426,1.93663,1.95140,1.86015,1.95140,1.85950,2.93917,2.49908,2.93917,2.49328,2.10723,2.10539,2.10723,2.10175
e40r0100,misc,17281,453697,1.95741,1.37023,1.95741,1.39772,1.63639,1.43022,1.63639,1.41835,7.06637,5.58776,7.06637,4.5638,1.40871,1.39284,1.40871,1.39193
EAT-RS,misc,23219,304937,7.44670,3.73061,7.44670,3.57617,5.89988,4.89323,5.89988,4.85434,7.05982,5.52474,7.05982,5.96602,3.64977,3.64688,3.64977,3.64666
EAT-SR,misc,23218,304934,7.43402,3.73882,7.43402,3.57705,5.89330,4.90495,5.89330,4.87314,7.06099,5.51654,7.06099,5.96274,3.64187,3.63834,3.64187,3.63816
eat,misc,8211,8210,1.00767,1.00767,1.00767,1.00012,1.00767,1.00767,1.00767,1.00767,1.00755,1.00755,1.00755,1.00755,1.00000,1.00000,1.00000,1.00000
ecl32,misc,42341,177033,1.89220,1.35351,1.89220,1.35150,1.41015,1.33658,1.41015,1.33537,2.62977,2.19839,2.62977,2.12902,1.32467,1.32396,1.32467,1.32382
edit-dewiki,misc,21451,21450,1.00294,1.00294,1.00294,1.00009,1.00294,1.00294,1.00294,1.00294,1.00289,1.00289,1.00289,1.00289,1.00000,1.00000,1.00000,1.00000
edit-dewiktionary,misc,5825,5824,1.01082,1.01082,1.01082,1.00017,1.01082,1.01082,1.01082,1.01082,1.01064,1.01064,1.01064,1.01064,1.00000,1.00000,1.00000,1.00000
edit-enwikibooks,misc,8380,8379,1.00752,1.00752,1.00752,1.00012,1.00752,1.00752,1.00752,1.00752,1.0074,1.0074,1.0074,1.0074,1.00000,1.00000,1.00000,1.00000
edit-enwikinews,misc,10765,10764,1.00585,1.00585,1.00585,1.00009,1.00585,1.00585,1.00585,1.00585,1.00576,1.00576,1.00576,1.00576,1.00000,1.00000,1.00000,1.00000
edit-enwikiquote,misc,21608,21607,1.00292,1.00292,1.00292,1.00009,1.00292,1.00292,1.00292,1.00292,1.00287,1.00287,1.00287,1.00287,1.00000,1.00000,1.00000,1.00000
edit-eswiki,misc,23938,23937,1.00263,1.00263,1.00263,1.00004,1.00263,1.00263,1.00263,1.00263,1.00259,1.00259,1.00259,1.00259,1.00000,1.00000,1.00000,1.00000
edit-frwiki,misc,94307,94306,1.00067,1.00067,1.00067,1.00001,1.00067,1.00067,1.00067,1.00067,1.00066,1.00066,1.00066,1.00066,1.00000,1.00000,1.00000,1.00000
edit-frwikibooks,misc,2885,2884,1.02184,1.02184,1.02184,1.00035,1.02184,1.02184,1.02184,1.02184,1.02149,1.02149,1.02149,1.02149,1.00000,1.00000,1.00000,1.00000
edit-frwikinews,misc,1409,1408,1.04400,1.04400,1.04400,1.00071,1.04471,1.04471,1.04471,1.04471,1.04471,1.04471,1.04471,1.04471,1.00000,1.00000,1.00000,1.00000
elec,misc,6130,6129,1.01011,1.01011,1.01011,1.00016,1.01028,1.01028,1.01028,1.01028,1.01028,1.01028,1.01028,1.01028,1.00000,1.00000,1.00000,1.00000
email-Enron,misc,36692,183831,2.24910,1.44571,2.24910,1.42898,1.98479,1.66099,1.98479,1.64807,2.17478,1.78164,2.17478,1.88916,1.51098,1.50698,1.51098,1.50610
email-EuAll,misc,265009,364481,1.18755,1.07072,1.18755,1.07264,1.13261,1.10454,1.13261,1.10550,1.07544,1.06688,1.07544,1.06877,1.07113,1.06921,1.07113,1.06879
enron,misc,69017,254449,1.82361,1.30408,1.82361,1.28164,1.48805,1.33207,1.48805,1.33085,1.74906,1.49491,1.74906,1.58422,1.33790,1.33456,1.33790,1.33312
epb0,misc,1794,4475,1.26421,1.21516,1.26421,1.21516,1.31828,1.26143,1.31828,1.26254,1.73356,1.70011,1.73356,1.70011,1.53066,1.51632,1.53066,1.51115
epb1,misc,14734,51027,1.20056,1.12970,1.20056,1.12712,1.16771,1.14008,1.16771,1.13974,2.18535,1.94279,2.18535,2.06719,1.24264,1.23979,1.24264,1.23964
epb2,misc,25228,99576,1.25095,1.15189,1.25095,1.14773,1.15958,1.13885,1.15958,1.13838,1.88675,1.69149,1.88675,1.73672,1.19126,1.18416,1.19126,1.18200
epb3,misc,84617,252531,1.07773,1.04767,1.07773,1.04693,1.05219,1.04969,1.05219,1.04969,1.20479,1.19009,1.20479,1.1882,1.05208,1.05125,1.05208,1.05020
epinions-rating,misc,45494,45493,1.00138,1.00138,1.00138,1.00002,1.00138,1.00138,1.00138,1.00138,1.00136,1.00136,1.00136,1.00136,1.00000,1.00000,1.00000,1.00000
epinions,misc,95319,95318,1.00066,1.00066,1.00066,1.00001,1.00066,1.00066,1.00066,1.00066,1.00065,1.00065,1.00065,1.00065,1.00000,1.00000,1.00000,1.00000
escorts,misc,10107,10106,1.00623,1.00623,1.00623,1.00010,1.00623,1.00623,1.00623,1.00623,1.00613,1.00613,1.00613,1.00613,1.00000,1.00000,1.00000,1.00000
EternityII-A,misc,150638,782074,2.28014,1.26839,2.28014,1.29094,1.67714,1.40446,1.67714,1.40305,1.88044,1.8298,1.88044,1.828,1.27357,1.26967,1.27357,1.26927
EternityII-E,misc,262144,1503713,2.23102,1.24598,2.23102,1.15073,1.59516,1.32401,1.59516,1.32373,1.66507,1.63135,1.66507,1.62845,1.21411,1.21124,1.21411,1.21052
EternityII-Etilde,misc,204304,1170501,2.23800,1.22491,2.23800,1.25190,1.64331,1.36678,1.64331,1.36512,1.70839,1.65826,1.70839,1.6529,1.25116,1.24826,1.25116,1.24780
eurqsa,misc,7245,20509,2.05774,1.40952,2.05774,1.40179,1.47769,1.42477,1.47769,1.42504,1.83299,1.83064,1.83299,1.83023,1.48792,1.48598,1.48792,1.48475
ex10,misc,2410,26215,2.24647,1.50415,2.24647,1.54108,1.77367,1.55666,1.77367,1.51773,2.52199,2.13859,2.52199,2.05809,1.59336,1.52061,1.59336,1.46598
ex10hs,misc,2548,27380,2.24686,1.54788,2.24686,1.57732,1.68379,1.54481,1.68379,1.51960,2.47331,2.07849,2.47331,1.91562,1.58399,1.50220,1.58399,1.48195
ex11,misc,16614,540167,2.53666,1.67389,2.53666,1.72932,2.23019,1.98776,2.23019,1.97775,5.00969,3.98929,5.00969,4.17437,1.79457,1.78103,1.79457,1.78085
ex12,misc,3973,38119,2.18299,1.44802,2.18299,1.45104,1.58227,1.45645,1.58227,1.44618,2.3189,1.963,2.3189,1.80997,1.49610,1.45746,1.49610,1.43846
ex13,misc,2568,36530,2.58684,1.63084,2.58684,1.68575,1.81869,1.65035,1.81869,1.62533,2.54089,2.09034,2.54089,2.09735,1.70249,1.62383,1.70249,1.60850
ex14,misc,3251,31762,2.43094,1.51676,2.43094,1.53737,1.65946,1.50224,1.65946,1.50474,2.45494,1.99169,2.45494,1.89819,1.59920,1.54313,1.59920,1.52292
ex15,misc,6867,45902,1.91867,1.25761,1.91867,1.26008,1.39159,1.32301,1.39159,1.32153,1.50692,1.45697,1.50692,1.45973,1.32154,1.31390,1.32154,1.30799
ex18,misc,5669,33016,1.94048,1.27289,1.94048,1.27818,1.44711,1.35682,1.44711,1.35700,1.71529,1.58282,1.71529,1.55689,1.32193,1.31364,1.32193,1.31050
ex19,misc,11703,123937,1.90417,1.17602,1.90417,1.19388,1.23626,1.19593,1.23626,1.19474,1.6559,1.53123,1.6559,1.44365,1.23191,1.20858,1.23191,1.20584
