name,dom,V,E,MS_bef_MoveBlockG,MS_aft_MoveBlockG,MS_bef_MoveBlockF,MS_aft_MoveBlockF,SPAC_bef_MoveBlockG,SPAC_aft_MoveBlockG,SPAC_bef_MoveBlockF,SPAC_aft_MoveBlockF,SHEEP_bef_MoveBlockG,SHEEP_aft_MoveBlockG,SHEEP_bef_MoveBlockF,SHEEP_aft_MoveBlockF,NE_bef_MoveBlockG,NE_aft_MoveBlockG,NE_bef_MoveBlockF,NE_aft_MoveBlockF
parabolic-fem,misc,525825,1574400,1.02933,1.02180,1.02933,1.02167,1.02924,1.02209,1.02924,1.02206,1.63586,1.4086,1.63586,1.31506,1.02494,1.02440,1.02494,1.02336
patents-main,misc,240547,560943,1.28244,1.20016,1.28244,1.19748,1.24161,1.19767,1.24161,1.19723,2.01636,1.70916,2.01636,1.68396,1.28858,1.28582,1.28858,1.28071
pcb1000,misc,2820,20395,4.35142,2.51312,4.35142,2.16206,3.08223,2.63392,3.08223,2.59810,3.75709,3.19078,3.75709,3.31383,2.40887,2.39929,2.40887,2.39680
pcb3000,misc,7732,57426,4.11912,2.21236,4.11912,1.99211,2.81716,2.33220,2.81716,2.32284,3.62752,3.07993,3.62752,3.13295,2.25828,2.25388,2.25828,2.25359
pcrystk02,misc,13965,477309,2.77508,1.78332,2.77508,1.88264,2.55699,2.18235,2.55699,2.19025,2.92732,2.5478,2.92732,2.55567,1.84046,1.82127,1.84046,1.82106
pcrystk03,misc,24696,863241,2.34787,1.58937,2.34787,1.69230,2.22109,1.97185,2.22109,1.96974,2.40703,2.21902,2.40703,2.20194,1.69335,1.68501,1.69335,1.68143
pct20stif,misc,52329,1323067,1.97227,1.22074,1.97227,1.22339,1.27205,1.22775,1.27205,1.22601,3.03746,2.47213,3.03746,2.12613,1.29307,1.28374,1.29307,1.27632
Pd,misc,5447,4955,1.01744,1.01597,1.01744,1.01597,1.01652,1.01560,1.01652,1.01560,1.02937,1.02075,1.02937,1.01836,1.03525,1.02439,1.03525,1.02405
pdb1HYS,misc,36417,2154174,2.32888,1.57578,2.32888,1.58228,1.71209,1.55119,1.71209,1.55035,9.20801,6.41481,9.20801,6.45262,1.57943,1.56978,1.57943,1.56625
pde2961,misc,2961,5812,1.27322,1.25329,1.27322,1.25296,1.27153,1.26275,1.27153,1.26275,1.96015,1.56096,1.96015,1.46741,1.25160,1.25024,1.25160,1.24721
pds-100,misc,514577,1095998,1.75768,1.30662,1.75768,1.30602,1.29458,1.28254,1.29458,1.28260,1.66213,1.56274,1.66213,1.55104,1.52595,1.52581,1.52595,1.52573
pds-30,misc,158489,340632,1.89942,1.41045,1.89942,1.40952,1.39893,1.38108,1.39893,1.38117,1.75275,1.64288,1.75275,1.6371,1.61009,1.60966,1.61009,1.60893
pds-40,misc,217531,466794,1.85445,1.37727,1.85445,1.37682,1.36807,1.35132,1.36807,1.35133,1.73635,1.6248,1.73635,1.62173,1.57828,1.57794,1.57828,1.57767
pds-50,misc,275814,590827,1.82845,1.35941,1.82845,1.35877,1.35079,1.33704,1.35079,1.33712,1.71586,1.60443,1.71586,1.60232,1.56334,1.56284,1.56334,1.56238
pds-60,misc,336421,719548,1.79795,1.33809,1.79795,1.33757,1.32540,1.31187,1.32540,1.31194,1.70443,1.58985,1.70443,1.58916,1.54444,1.54409,1.54444,1.54391
pds-70,misc,390005,833458,1.78341,1.32713,1.78341,1.32665,1.31427,1.30160,1.31427,1.30164,1.69742,1.58824,1.69742,1.58277,1.54126,1.54094,1.54126,1.54078
pds-80,misc,434580,927822,1.77667,1.32213,1.77667,1.32141,1.30612,1.29398,1.30612,1.29401,1.68399,1.57641,1.68399,1.56853,1.53097,1.53077,1.53097,1.53034
pds-90,misc,475448,1014132,1.76669,1.31487,1.76669,1.31420,1.30217,1.29008,1.30217,1.29013,1.67728,1.57436,1.67728,1.56243,1.52654,1.52624,1.52654,1.52605
pds10,misc,16558,66550,2.16450,1.47397,2.16450,1.47198,1.65795,1.55452,1.65795,1.55150,2.10889,2.01268,2.10889,1.97101,1.68064,1.67652,1.68064,1.67532
pesa,misc,11738,33914,1.14687,1.10624,1.14687,1.10453,1.14117,1.11322,1.14117,1.11297,1.67567,1.42418,1.67567,1.37298,1.12336,1.12080,1.12336,1.11876
petster-carnivore,misc,579504,579503,1.00011,1.00011,1.00011,1.00000,1.00011,1.00011,1.00011,1.00011,1.00011,1.00011,1.00011,1.00011,1.00000,1.00000,1.00000,1.00000
petster-friendships-cat,misc,149070,149069,1.00042,1.00042,1.00042,1.00001,1.00042,1.00042,1.00042,1.00042,1.00042,1.00042,1.00042,1.00042,1.00000,1.00000,1.00000,1.00000
petster-friendships-dog,misc,424962,424961,1.00015,1.00015,1.00015,1.00000,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00000,1.00000,1.00000,1.00000
pf2177,misc,10043,30984,3.57354,2.40297,3.57354,2.39450,2.40393,2.27908,2.40393,2.27827,2.63427,2.62322,2.63427,2.57373,2.45932,2.45832,2.45932,2.45853
pfinan512,misc,74752,261120,1.10029,1.05944,1.10029,1.05866,1.08766,1.05285,1.08766,1.05279,1.6043,1.5577,1.6043,1.53164,1.21111,1.20811,1.21111,1.20451
pgp2,misc,13254,18440,1.10767,1.05304,1.10767,1.01886,1.02860,1.02105,1.02860,1.02105,1.01901,1.01901,1.01901,1.01901,1.19277,1.17525,1.19277,1.17368
PGPgiantcompo,misc,10680,24316,1.25599,1.13399,1.25599,1.12294,1.25908,1.17491,1.25908,1.16582,1.4088,1.2118,1.4088,1.19831,1.16732,1.15981,1.16732,1.14288
photogrammetry,misc,1388,11769,4.70461,2.71398,4.70461,2.75576,2.60911,2.45373,2.60911,2.44786,4.31484,3.91571,4.31484,3.86671,3.26369,3.15538,3.26369,3.15346
photogrammetry2,misc,4472,37004,3.80501,2.31216,3.80501,2.38193,2.11831,1.99393,2.11831,1.99096,2.99776,2.85711,2.99776,2.75693,2.68247,2.62653,2.68247,2.62276
pics-ti,misc,82036,82035,1.00077,1.00077,1.00077,1.00001,1.00077,1.00077,1.00077,1.00077,1.00076,1.00076,1.00076,1.00076,1.00000,1.00000,1.00000,1.00000
pics-ui,misc,17123,17122,1.00368,1.00368,1.00368,1.00006,1.00368,1.00368,1.00368,1.00368,1.00362,1.00362,1.00362,1.00362,1.00000,1.00000,1.00000,1.00000
pics-ut,misc,17123,17122,1.00368,1.00368,1.00368,1.00006,1.00368,1.00368,1.00368,1.00368,1.00362,1.00362,1.00362,1.00362,1.00000,1.00000,1.00000,1.00000
piston,misc,2025,48995,2.88049,1.99753,2.88049,2.11556,2.01134,1.87630,2.01134,1.86572,2.05827,1.93185,2.05827,1.87654,2.41432,2.25609,2.41432,2.14963
pkustk01,misc,22044,478668,1.69461,1.28924,1.69461,1.28148,1.42734,1.30619,1.42734,1.30096,2.11504,1.78969,2.11504,1.74365,1.31365,1.29355,1.31365,1.29015
pkustk02,misc,10800,399600,2.25481,1.55843,2.25481,1.60981,1.74368,1.58025,1.74368,1.55437,2.20546,2.07269,2.20546,2.0063,1.59676,1.51512,1.59676,1.50176
pkustk03,misc,63336,1533540,1.71197,1.15023,1.71197,1.15195,1.16671,1.14106,1.16671,1.14125,1.29374,1.2407,1.29374,1.22981,1.18337,1.17421,1.18337,1.17208
pkustk04,misc,55590,2081535,2.64580,1.36287,2.64580,1.49358,1.41273,1.27887,1.41273,1.26587,1.83519,1.60076,1.83519,1.54262,1.35163,1.32974,1.35163,1.32933
pkustk05,misc,37164,1083990,1.75075,1.33317,1.75075,1.35069,1.51815,1.37493,1.51815,1.37290,2.04512,1.81493,2.04512,1.78033,1.65109,1.63947,1.65109,1.63693
pkustk06,misc,43164,1264302,1.70920,1.31895,1.70920,1.33644,1.47663,1.35901,1.47663,1.36120,2.02312,1.87358,2.02312,1.84408,1.63819,1.62914,1.63819,1.62656
pkustk07,misc,16860,1200972,5.13276,3.94828,5.13276,2.21702,2.75074,2.67214,2.75074,2.24303,3.92788,3.84573,3.92788,3.18268,1.95611,1.95611,1.95611,1.89604
pkustk08,misc,22209,1602231,4.68940,3.60723,4.68940,2.18456,2.60323,2.52886,2.60323,2.08786,3.7297,3.52879,3.7297,2.93593,1.90968,1.90968,1.90968,1.86776
pkustk09,misc,33960,774840,1.95770,1.23378,1.95770,1.24479,1.26740,1.22347,1.26740,1.22291,1.54776,1.38148,1.54776,1.31758,1.27323,1.26122,1.27323,1.25936
pkustk10,misc,80676,2114154,1.82567,1.18993,1.82567,1.20420,1.18914,1.17071,1.18914,1.17012,1.2739,1.23263,1.2739,1.18086,1.22041,1.21567,1.22041,1.21560
plat1919,misc,1919,15240,2.16832,1.63731,2.16832,1.62793,2.69984,2.17144,2.69984,2.13132,4.07243,3.17822,4.07243,3.31579,1.68942,1.66628,1.68942,1.66389
plbuckle,misc,1282,14681,2.86193,1.94462,2.86193,1.92590,2.26381,2.02727,2.26381,2.01136,3.21373,2.75117,3.21373,2.79173,2.03432,1.92197,2.03432,1.87598
pli,misc,22695,663807,2.90923,1.88826,2.90923,1.93994,2.57186,2.19618,2.57186,2.18409,5.07217,4.0501,5.07217,4.04719,2.10875,2.10086,2.10875,2.09972
plsk1919,misc,1919,4831,1.79791,1.26576,1.79791,1.25795,1.43825,1.25378,1.43825,1.23867,1.4643,1.34341,1.4643,1.33611,1.27827,1.26785,1.27827,1.26415
pltexpa,misc,70364,143050,1.70790,1.27318,1.70790,1.27220,1.28652,1.27059,1.28652,1.27081,1.59106,1.48852,1.59106,1.44514,1.43343,1.43302,1.43343,1.43297
poisson3Da,misc,13514,169624,2.21748,1.53012,2.21748,1.50363,2.90195,2.13497,2.90195,2.14348,7.56282,5.83587,7.56282,5.51184,1.57237,1.56850,1.57237,1.56482
poisson3Db,misc,85623,1144663,1.56453,1.24432,1.56453,1.24287,1.65971,1.27838,1.65971,1.26890,7.22735,5.66045,7.22735,5.50269,1.30308,1.30058,1.30308,1.29779
poli-large,misc,15575,17468,1.05220,1.03133,1.05220,1.03063,1.03647,1.02960,1.03647,1.02921,1.04327,1.03499,1.04327,1.03127,1.05515,1.04636,1.05515,1.03011
poli3,misc,16946,20841,1.09631,1.06881,1.09631,1.06816,1.08976,1.07176,1.08976,1.07040,1.11755,1.08622,1.11755,1.08049,1.08934,1.08203,1.08934,1.07565
poli4,misc,33833,39346,1.05888,1.04363,1.05888,1.04339,1.05654,1.04522,1.05654,1.04466,1.07877,1.05882,1.07877,1.05486,1.05787,1.05432,1.05787,1.04836
pores-2,misc,1224,5822,3.22982,1.98775,3.22982,1.98284,2.20123,1.98083,2.20123,1.96666,2.93791,2.60049,2.93791,2.4232,1.95588,1.93791,1.95588,1.93693
powersim,misc,15838,36430,1.04780,1.02545,1.04780,1.02526,1.03050,1.02456,1.03050,1.02406,1.05064,1.02904,1.05064,1.02551,1.04628,1.03718,1.04628,1.02728
pre2,misc,177827,1218167,1.79460,1.15535,1.79460,1.11901,1.17651,1.14192,1.17651,1.13984,1.21848,1.16406,1.21848,1.11524,1.14821,1.14396,1.14821,1.13681
Pres-Poisson,misc,14822,350491,1.84300,1.40460,1.84300,1.43152,1.56317,1.46847,1.56317,1.46737,1.91776,1.72413,1.91776,1.74484,1.49150,1.48077,1.49150,1.48023
primagaz,misc,10836,20116,1.53535,1.21299,1.53535,1.02981,1.04827,1.04725,1.04827,1.04725,1.04134,1.04134,1.04134,1.04134,1.99815,1.99714,1.99815,1.99723
psmigr-1,misc,3140,410781,46.73331,35.94870,46.73331,10.60670,11.84190,11.50356,11.84190,10.37932,21.8978,21.8978,21.8978,18.6061,8.49427,8.49427,8.49427,8.38995
psmigr-2,misc,3140,410781,46.73331,35.94870,46.73331,10.60960,11.84190,11.50356,11.84190,10.37932,21.8978,21.8978,21.8978,18.6048,8.42070,8.42070,8.42070,8.32384
psmigr-3,misc,3140,410781,46.73331,35.94870,46.73331,10.61210,11.84190,11.50356,11.84190,10.37932,21.8978,21.8978,21.8978,18.6076,8.61911,8.61911,8.61911,8.45924
psse0,misc,26722,102424,1.89990,1.48492,1.89990,1.47807,1.69201,1.52271,1.69201,1.52222,2.20043,1.81236,2.20043,1.79088,1.63109,1.62754,1.63109,1.62539
psse1,misc,14318,57355,3.17083,1.98491,3.17083,1.97800,2.37729,2.09946,2.37729,2.09820,3.38741,2.83783,3.38741,2.74976,2.21805,2.21504,2.21805,2.21356
psse2,misc,28634,115249,1.86300,1.45844,1.86300,1.45327,1.68476,1.51179,1.68476,1.51041,2.27443,1.78026,2.27443,1.78473,1.62737,1.62342,1.62737,1.62280
pwt,misc,36463,144794,1.15737,1.10630,1.15737,1.10613,1.11675,1.10945,1.11675,1.10945,1.19241,1.18597,1.19241,1.16186,1.12923,1.12821,1.12923,1.12741
qa8fk,misc,66127,797226,2.03248,1.29599,2.03248,1.31045,1.57839,1.50163,1.57839,1.50111,2.14333,2.05559,2.14333,2.05886,1.38112,1.38045,1.38112,1.37991
qa8fm,misc,66127,797226,2.03248,1.29599,2.03248,1.31045,1.57839,1.50163,1.57839,1.50111,2.14333,2.05559,2.14333,2.05886,1.40545,1.40439,1.40545,1.40301
qc2534,misc,2534,230413,8.17708,6.29006,8.17708,4.01894,4.13702,4.01882,4.13702,3.78294,4.48658,4.48658,4.48658,4.26204,4.72612,4.60320,4.72612,4.51144
qpband,misc,20000,15000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.0,1.0,1.0,1.0,1.00145,1.00000,1.00145,1.00000
r05,misc,9671,98955,4.20050,1.62196,4.20050,1.68369,1.63456,1.56169,1.63456,1.55906,2.21539,2.21539,2.21539,2.21539,2.32303,2.20527,2.32303,2.19884
radfr1,misc,1048,12856,5.34160,3.35305,5.34160,3.29294,3.35439,3.06292,3.35439,3.04735,5.07634,4.59542,5.07634,4.56107,3.54676,3.46660,3.54676,3.44376
raefsky1,misc,3242,145517,6.12338,3.34053,6.12338,3.37353,4.45456,3.46303,4.45456,3.49260,5.48674,4.21993,5.48674,4.53208,2.91641,2.80753,2.91641,2.80681
raefsky2,misc,3242,145517,6.12338,3.34053,6.12338,3.37353,4.45456,3.46303,4.45456,3.49260,5.48674,4.21993,5.48674,4.53208,2.92011,2.82148,2.92011,2.79210
raefsky3,misc,21200,733784,1.78783,1.35363,1.78783,1.40363,1.61324,1.50142,1.61324,1.49777,2.07467,2.01377,2.07467,1.99547,1.41151,1.38787,1.41151,1.38604
raefsky4,misc,19779,654416,2.32813,1.58764,2.32813,1.65428,1.88054,1.70046,1.88054,1.69639,2.50913,2.23919,2.50913,2.25234,1.67101,1.66190,1.67101,1.65479
raefsky5,misc,6316,162342,2.39598,1.62460,2.39598,1.67733,1.90017,1.71894,1.90017,1.71960,2.45709,2.11605,2.45709,2.13775,1.69791,1.63643,1.69791,1.62334
raefsky6,misc,3402,134443,5.39212,2.89389,5.39212,2.89683,3.05926,2.59168,3.05926,2.57579,5.38007,4.39418,5.38007,4.53292,2.61611,2.52146,2.61611,2.48302
rail-1357,misc,1357,3814,1.93707,1.33382,1.93707,1.33088,1.48489,1.33604,1.48489,1.34119,1.83788,1.57627,1.83788,1.47237,1.36404,1.35439,1.36404,1.35077
rail-20209,misc,20209,59512,1.12618,1.08536,1.12618,1.08496,1.11282,1.08387,1.11282,1.08308,1.28468,1.18056,1.28468,1.16691,1.09822,1.09803,1.09822,1.09555
rail-5177,misc,5177,15004,1.25246,1.16766,1.25246,1.16573,1.23431,1.16940,1.23431,1.16670,1.52598,1.32818,1.52598,1.27796,1.18833,1.18658,1.18833,1.18563
rail-79841,misc,79841,237040,1.06355,1.04331,1.06355,1.04255,1.05689,1.04287,1.05689,1.04237,1.16374,1.10066,1.16374,1.08795,1.04702,1.04680,1.04702,1.04638
rail2586,misc,86456,592440,2.81949,1.17725,2.81949,1.17387,1.16994,1.15141,1.16994,1.15130,1.25288,1.24703,1.25288,1.2475,1.18655,1.16757,1.18655,1.16360
rail507,misc,63516,409349,3.23348,1.16728,3.23348,1.16989,1.14751,1.13527,1.14751,1.13482,1.14719,1.14626,1.14719,1.1457,1.41593,1.37931,1.41593,1.37647
rail516,misc,47827,314896,3.49002,1.26751,3.49002,1.27967,1.22774,1.20578,1.22774,1.20591,1.18968,1.1896,1.18968,1.18958,1.35934,1.32007,1.35934,1.31752
rail582,misc,56097,401708,3.64540,1.24754,3.64540,1.23506,1.21404,1.19486,1.21404,1.19468,1.1778,1.17762,1.1778,1.1776,1.40890,1.38264,1.40890,1.35912
Raj1,misc,263743,520137,1.17354,1.10130,1.17354,1.02898,1.01811,1.01690,1.01811,1.01689,1.25781,1.21627,1.25781,1.20639,1.15541,1.15366,1.15541,1.15247
rajat01,misc,6769,18422,1.57039,1.23224,1.57039,1.10548,1.11065,1.08761,1.11065,1.08657,1.17093,1.13769,1.17093,1.13577,1.54735,1.42286,1.54735,1.36918
rajat03,misc,7602,12551,1.11905,1.11642,1.11905,1.11642,1.11826,1.11721,1.11826,1.11721,1.35096,1.22744,1.35096,1.19376,1.13194,1.12653,1.13194,1.12602
rajat04,misc,1041,4317,2.66955,1.67435,2.66955,1.39481,1.81960,1.60202,1.81960,1.58634,1.79059,1.69549,1.79059,1.65418,1.87704,1.81336,1.87704,1.51201
rajat06,misc,10922,18061,1.10026,1.09852,1.10026,1.09833,1.09980,1.09888,1.09980,1.09888,1.31231,1.16105,1.31231,1.14988,1.11079,1.10850,1.11079,1.10648
rajat07,misc,14842,24571,1.08907,1.08719,1.08907,1.08725,1.08388,1.08348,1.08388,1.08348,1.27058,1.12519,1.27058,1.12209,1.09035,1.08739,1.09035,1.08705
rajat08,misc,19362,32081,1.07701,1.07572,1.07701,1.07572,1.07437,1.07406,1.07437,1.07406,1.19332,1.08522,1.19332,1.07902,1.08196,1.08030,1.08196,1.07845
rajat09,misc,24482,40591,1.06891,1.06752,1.06891,1.06752,1.06490,1.06458,1.06490,1.06458,1.18242,1.07793,1.18242,1.07066,1.07430,1.07311,1.07430,1.07156
rajat10,misc,30202,50101,1.06264,1.06145,1.06264,1.06145,1.05857,1.05827,1.05857,1.05827,1.15271,1.06655,1.15271,1.06466,1.06470,1.06301,1.06470,1.06272
rajat12,misc,1879,5528,2.05748,1.29058,2.05748,1.13997,1.27142,1.22033,1.27142,1.21820,1.2975,1.24534,1.2975,1.23842,2.10325,1.70516,2.10325,1.53038
rajat13,misc,7598,20665,1.93604,1.30732,1.93604,1.13319,1.07068,1.05804,1.07068,1.05738,1.07423,1.0612,1.07423,1.06094,1.89050,1.69610,1.89050,1.44134
rajat15,misc,37261,203162,1.78704,1.14476,1.78704,1.10217,1.14798,1.10204,1.14798,1.10115,2.79303,2.1971,2.79303,2.02743,1.16739,1.16513,1.16739,1.16425
rajat16,misc,93964,277444,1.75475,1.12109,1.75475,1.07467,1.07775,1.06612,1.07775,1.06553,1.1654,1.12694,1.1654,1.12358,1.38831,1.38668,1.38831,1.36615
rajat17,misc,93964,277444,1.75475,1.12109,1.75475,1.07466,1.07775,1.06612,1.07775,1.06553,1.1654,1.12694,1.1654,1.12358,1.22222,1.21765,1.22222,1.20543
rajat18,misc,92062,270253,1.76128,1.12284,1.76128,1.07431,1.07659,1.06539,1.07659,1.06533,1.1636,1.12496,1.1636,1.12003,1.22259,1.21681,1.22259,1.21632
rajat20,misc,86580,262648,1.77115,1.12213,1.77115,1.07350,1.08196,1.06890,1.08196,1.06849,1.17081,1.1296,1.17081,1.12547,1.32163,1.31603,1.32163,1.31567
rajat21,misc,409444,916699,1.24981,1.07877,1.24981,1.06360,1.01748,1.01662,1.01748,1.01662,1.03665,1.03015,1.03665,1.03022,1.30444,1.30148,1.30444,1.30022
rajat22,misc,39801,81498,1.17321,1.07522,1.17321,1.03673,1.01960,1.01708,1.01960,1.01711,1.03671,1.02643,1.03671,1.0244,1.10248,1.08889,1.10248,1.04573
rajat23,misc,110204,227493,1.06388,1.02620,1.06388,1.02274,1.01190,1.01077,1.01190,1.01080,1.03461,1.02388,1.03461,1.02002,1.03248,1.03057,1.03248,1.02945
rajat24,misc,358013,798615,1.24844,1.08088,1.24844,1.06046,1.01983,1.01863,1.01983,1.01862,1.03789,1.03189,1.03789,1.03115,1.13902,1.13879,1.13902,1.13194
rajat25,misc,87031,263606,1.77365,1.12745,1.77365,1.07530,1.08133,1.06792,1.08133,1.06755,1.16879,1.12846,1.16879,1.12385,1.25432,1.25206,1.25432,1.25157
rajat26,misc,50932,101837,1.14859,1.06191,1.14859,1.05456,1.02032,1.01836,1.02032,1.01830,1.03546,1.0249,1.03546,1.02442,1.10100,1.08877,1.10100,1.08767
rajat27,misc,20540,42239,1.17162,1.06227,1.17162,1.04844,1.04786,1.03978,1.04786,1.03973,1.09129,1.06339,1.09129,1.0574,1.15049,1.11070,1.15049,1.08603
rajat28,misc,87031,263606,1.77365,1.12745,1.77365,1.07530,1.08133,1.06792,1.08133,1.06755,1.16879,1.12846,1.16879,1.12385,1.13855,1.13377,1.13855,1.12204
rajat29,misc,225897,896377,1.72356,1.15884,1.72356,1.07387,1.04651,1.03269,1.04651,1.03247,1.117,1.08478,1.117,1.08537,1.79660,1.75169,1.79660,1.66537
rajat30,misc,27317,47177,1.72978,1.13559,1.72978,1.04741,1.04770,1.03602,1.04770,1.03598,1.05304,1.04459,1.05304,1.04426,1.33807,1.29520,1.33807,1.27031
ramage02,misc,16830,1424761,5.59811,4.30624,5.59811,2.53939,3.04650,2.95946,3.04650,2.44885,4.9489,4.85163,4.9489,4.21693,2.16988,2.16988,2.16988,2.13506
rat,misc,9408,179238,2.68070,1.81409,2.68070,1.78231,2.62846,2.18864,2.62846,2.22767,2.85512,2.22885,2.85512,2.3024,1.73257,1.71046,1.73257,1.69681
rdb3200l,misc,3200,7840,1.80943,1.34406,1.80943,1.34187,1.36000,1.33625,1.36000,1.33625,2.01469,1.62656,2.01469,1.64281,1.33719,1.33406,1.33719,1.32715
rdb5000,misc,5000,12300,1.70560,1.27720,1.70560,1.27780,1.28840,1.27340,1.28840,1.27340,2.0028,1.5796,2.0028,1.5672,1.27020,1.26740,1.27020,1.26438
rdist1,misc,4134,91314,4.31979,2.73778,4.31979,2.74843,2.68164,2.44908,2.68164,2.43946,4.51548,3.86357,4.51548,3.88582,2.83914,2.79971,2.83914,2.75252
rdist2,misc,3198,55428,4.22608,2.65166,4.22608,2.70575,2.73367,2.50789,2.73367,2.49195,5.61069,4.65916,5.61069,4.55597,2.83458,2.78080,2.83458,2.77758
rdist3a,misc,2398,57119,4.97790,2.98874,4.97790,3.10384,3.02345,2.70228,3.02345,2.68101,5.56631,4.69099,5.56631,4.74229,3.02085,2.95176,3.02085,2.93953
reactome,misc,5363,5362,1.01175,1.01175,1.01175,1.00019,1.01175,1.01175,1.01175,1.01175,1.01175,1.01175,1.01175,1.01156,1.00000,1.00000,1.00000,1.00000
rel7,misc,12770,50612,2.67283,1.77940,2.67283,1.77463,1.84806,1.69295,1.84806,1.69334,1.99843,1.87361,1.99843,1.88645,1.73070,1.71903,1.73070,1.71887
rel8,misc,206040,821818,2.50409,1.65211,2.50409,1.64884,1.75533,1.59202,1.75533,1.58977,2.02865,1.93629,2.02865,1.94081,1.67433,1.67263,1.67433,1.67252
relat7,misc,20500,81336,2.54727,1.56463,2.54727,1.56205,1.76743,1.59239,1.76743,1.59184,1.65493,1.56917,1.65493,1.57307,1.47946,1.46906,1.47946,1.46707
relat7b,misc,20500,81336,2.54727,1.56463,2.54727,1.56210,1.76743,1.59239,1.76743,1.59184,1.65493,1.56917,1.65493,1.57307,1.48361,1.47054,1.48361,1.46886
relat8,misc,334362,1334019,2.36909,1.45524,2.36909,1.45505,1.68670,1.52158,1.68670,1.52007,1.64624,1.5872,1.64624,1.58898,1.40524,1.40396,1.40524,1.40330
Reuters911,misc,13314,148038,6.36661,3.01690,6.36661,2.92136,5.03470,3.86349,5.03470,3.82941,4.21977,3.30532,4.21977,3.60868,2.82334,2.81942,2.82334,2.81478
RFdevice,misc,74104,365551,3.88081,2.52144,3.88081,2.51467,2.85937,2.49481,2.85937,2.49340,3.64459,3.2971,3.64459,3.12632,2.55345,2.55314,2.55345,2.55318
rgg-n-2-15-s0,misc,32766,160240,1.09141,1.05909,1.09141,1.05829,1.07077,1.06571,1.07077,1.06553,2.25649,1.88992,2.25649,1.63944,1.11048,1.10453,1.11048,1.09564
rgg-n-2-16-s0,misc,65532,342127,1.06887,1.04415,1.06887,1.04373,1.05263,1.04889,1.05263,1.04891,2.32988,1.80823,2.32988,1.6719,1.09009,1.08514,1.09009,1.07445
rgg-n-2-17-s0,misc,131070,728753,1.05592,1.03548,1.05592,1.03491,1.03951,1.03677,1.03951,1.03678,2.41116,1.94052,2.41116,1.75237,1.07507,1.07050,1.07507,1.06304
rgg-n-2-18-s0,misc,262141,1547283,1.04194,1.02632,1.04194,1.02600,1.03083,1.02855,1.03083,1.02855,2.52327,1.85803,2.52327,1.84685,1.06291,1.05830,1.06291,1.05259
rim,misc,22560,677576,1.65089,1.20820,1.65089,1.41055,1.43547,1.22671,1.43547,1.22567,1.94379,1.73351,1.94379,1.58457,1.28816,1.25390,1.28816,1.24718
rlfddd,misc,61521,260577,2.06448,1.28829,2.06448,1.28355,1.22662,1.19624,1.22662,1.19616,1.44583,1.43715,1.44583,1.43447,1.27795,1.27152,1.27795,1.27074
rlfdual,misc,74970,273979,1.92980,1.27236,1.92980,1.27048,1.21096,1.18973,1.21096,1.18974,1.68479,1.67328,1.68479,1.67338,1.32396,1.32104,1.32396,1.32073
rlfprim,misc,62712,320591,3.45381,2.40933,3.45381,2.40522,2.17840,2.06883,2.17840,2.06915,3.08619,2.92526,3.08619,2.88651,2.41432,2.41335,2.41432,2.41212
rma10,misc,46835,1163583,1.73473,1.13881,1.73473,1.14950,1.28814,1.15661,1.28814,1.14882,3.34765,2.58762,3.34765,2.53039,1.20634,1.19114,1.20634,1.18740
roadNet-PA,misc,1088092,1541898,1.00429,1.00406,1.00429,1.00406,1.00402,1.00391,1.00402,1.00391,1.02419,1.01108,1.02419,1.01077,1.01927,1.01637,1.01927,1.01172
roadNet-TX,misc,1379917,1921660,1.00258,1.00248,1.00258,1.00248,1.00260,1.00253,1.00260,1.00253,1.02483,1.01164,1.02483,1.01062,1.01583,1.01331,1.01583,1.00886
rosen1,misc,1544,23274,5.17034,3.47409,5.17034,1.74288,1.80417,1.72158,1.80417,1.72026,2.19301,2.19301,2.19301,2.19301,5.54598,3.97345,5.54598,3.00811
rosen10,misc,6152,62136,3.60338,1.87207,3.60338,1.29925,1.08257,1.08192,1.08257,1.08192,1.08192,1.08192,1.08192,1.08192,5.36330,4.58274,5.36330,4.46005
rosen2,misc,3080,46504,4.18117,2.96916,4.18117,1.28117,1.16396,1.16364,1.16396,1.16364,1.16364,1.16364,1.16364,1.16364,5.91266,5.05027,5.91266,4.93149
route,misc,43019,206782,2.70264,1.76169,2.70264,1.72745,2.19192,2.05856,2.19192,2.05325,2.33048,2.33048,2.33048,2.32716,2.27746,2.27676,2.27746,2.27675
rw5151,misc,5151,15248,1.29897,1.22500,1.29897,1.22112,1.30771,1.25704,1.30771,1.25762,1.80722,1.77907,1.80722,1.77305,1.24636,1.24306,1.24636,1.23954
s1rmq4m1,misc,5489,137811,2.42813,1.64529,2.42813,1.73092,1.96132,1.77409,1.96132,1.76683,2.31426,2.13427,2.31426,2.1135,1.71416,1.66679,1.71416,1.65039
s1rmt3m1,misc,5489,107016,2.15777,1.52432,2.15777,1.62015,1.83774,1.65646,1.83774,1.64884,2.26052,2.05775,2.26052,2.06376,1.57970,1.52377,1.57970,1.50724
